x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.71,0.67,1.0,0.77,0.73,0.77,0.66,0.64,0.71,0.69
0.71,0.67,1.0,0.77,0.7,0.77,0.66,0.64,0.71,0.67
0.67,0.67,1.0,0.78,0.7,0.71,0.66,0.64,0.68,0.67
0.66,0.67,1.0,0.78,0.71,0.71,0.67,0.65,0.68,0.68
0.65,0.66,1.0,0.73,0.71,0.72,0.67,0.62,0.68,0.68
0.67,0.67,0.73,0.73,0.68,0.71,0.68,0.62,0.67,0.68
0.66,0.66,0.73,0.73,0.68,0.7,0.68,0.61,0.67,0.68
0.66,0.66,0.73,0.7,0.67,0.69,0.68,0.61,0.66,0.62
0.66,0.64,0.71,0.7,0.67,0.68,0.68,0.54,0.66,0.62
0.66,0.64,0.69,0.7,0.67,0.69,0.68,0.54,0.59,0.61
0.66,0.64,0.66,0.68,0.75,0.69,0.66,0.54,0.56,0.61
0.66,0.62,0.67,0.65,0.68,0.68,0.66,0.54,0.58,0.58
0.66,0.62,0.66,0.62,0.68,0.65,0.66,0.5,0.56,0.58
0.64,0.62,0.6,0.62,0.66,0.58,0.66,0.5,0.57,0.55
0.63,0.63,0.6,0.62,0.66,0.59,0.66,0.5,0.57,0.46
0.63,0.61,0.6,0.59,0.66,0.59,0.66,0.5,0.57,0.49
0.63,0.61,0.6,0.59,0.66,0.58,0.65,0.52,0.57,0.53
0.63,0.61,0.6,0.59,0.64,0.58,0.65,0.52,0.56,0.53
0.63,0.61,0.59,0.59,0.64,0.57,0.65,0.52,0.56,0.53
0.63,0.61,0.59,0.56,0.64,0.57,0.65,0.52,0.54,0.53
0.63,0.63,0.59,0.56,0.63,0.57,0.65,0.55,0.54,0.53
0.62,0.63,0.59,0.56,0.64,0.55,0.65,0.55,0.54,0.52
0.63,0.61,0.61,0.56,0.64,0.54,0.65,0.55,0.54,0.5
0.64,0.61,0.58,0.6,0.65,0.54,0.65,0.56,0.54,0.49
0.63,0.59,0.59,0.6,0.65,0.58,0.63,0.56,0.54,0.49
0.64,0.59,0.59,0.58,0.65,0.58,0.64,0.56,0.54,0.44
0.64,0.54,0.57,0.58,0.66,0.58,0.64,0.56,0.52,0.45
0.63,0.54,0.55,0.58,0.66,0.58,0.64,0.56,0.52,0.45
0.63,0.54,0.55,0.55,0.66,0.58,0.61,0.56,0.5,0.45
0.64,0.54,0.52,0.55,0.66,0.58,0.6,0.56,0.5,0.45
0.62,0.54,0.54,0.52,0.65,0.6,0.58,0.56,0.5,0.45
0.62,0.54,0.54,0.5,0.65,0.6,0.57,0.54,0.5,0.45
0.6,0.54,0.54,0.52,0.62,0.6,0.58,0.54,0.5,0.46
0.6,0.54,0.54,0.54,0.63,0.6,0.6,0.54,0.5,0.46
0.56,0.53,0.54,0.51,0.63,0.6,0.6,0.55,0.5,0.48
0.56,0.53,0.54,0.48,0.62,0.56,0.57,0.55,0.51,0.48
0.56,0.54,0.54,0.47,0.63,0.56,0.57,0.55,0.51,0.47
0.56,0.54,0.54,0.48,0.63,0.56,0.57,0.54,0.51,0.47
0.56,0.54,0.54,0.47,0.63,0.55,0.59,0.54,0.5,0.47
0.59,0.54,0.54,0.44,0.63,0.55,0.59,0.54,0.5,0.47
0.59,0.51,0.54,0.45,0.63,0.49,0.57,0.54,0.5,0.47
0.59,0.53,0.54,0.39,0.63,0.48,0.54,0.99,0.5,0.45
0.53,0.54,0.55,0.41,0.63,0.48,0.55,0.0,0.5,0.45
0.53,0.54,0.52,0.43,0.62,0.48,0.55,0.0,0.5,0.45
