x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.77,0.51,0.54,0.57,0.57,0.51,0.44,0.42,0.52,0.49
0.77,0.47,0.54,0.57,0.57,0.51,0.44,0.41,0.52,0.49
0.77,0.47,0.5,0.53,0.57,0.48,0.43,0.4,0.52,0.49
0.77,0.47,0.5,0.5,0.56,0.48,0.43,0.4,0.53,0.48
0.77,0.47,0.5,0.5,0.5,0.48,0.42,0.4,0.53,0.48
0.73,0.47,0.51,0.49,0.5,0.48,0.42,0.4,0.53,0.48
0.69,0.47,0.48,0.47,0.49,0.49,0.39,0.4,0.53,0.48
0.68,0.47,0.48,0.47,0.49,0.49,0.39,0.4,0.52,0.48
0.64,0.47,0.48,0.47,0.48,0.49,0.39,0.35,0.52,0.48
0.65,0.49,0.48,0.47,0.48,0.49,0.39,0.35,0.49,0.47
0.58,0.47,0.47,0.47,0.48,0.49,0.39,0.37,0.41,0.47
0.58,0.47,0.47,0.47,0.48,0.49,0.35,0.37,0.41,0.47
0.53,0.42,0.47,0.47,0.51,0.48,0.35,0.37,0.41,0.43
0.53,0.42,0.47,0.47,0.5,0.48,0.36,0.37,0.32,0.43
0.55,0.42,0.47,0.49,0.5,0.48,0.36,0.37,0.32,0.43
0.55,0.42,0.47,0.49,0.5,0.5,0.36,0.37,0.36,0.43
0.55,0.36,0.47,0.49,0.5,0.5,0.36,0.37,0.36,0.43
0.55,0.36,0.47,0.46,0.5,0.5,0.36,0.37,0.36,0.39
0.53,0.36,0.41,0.46,0.5,0.5,0.36,0.37,0.36,0.39
0.53,0.39,0.42,0.46,0.48,0.5,0.37,0.37,0.36,0.39
0.53,0.36,0.42,0.46,0.48,0.52,0.37,0.36,0.39,0.38
0.53,0.36,0.41,0.46,0.48,0.52,0.37,0.36,0.4,0.38
0.53,0.36,0.41,0.46,0.48,0.52,0.37,0.36,0.4,0.38
0.52,0.36,0.4,0.47,0.48,0.52,0.37,0.36,0.39,0.38
0.54,0.36,0.38,0.46,0.48,0.52,0.37,0.36,0.4,0.38
0.54,0.34,0.38,0.45,0.48,0.52,0.35,0.36,0.4,0.38
0.54,0.34,0.39,0.45,0.48,0.52,0.35,0.36,0.4,0.38
0.54,0.34,0.39,0.45,0.42,0.44,0.35,0.36,0.39,0.4
0.53,0.34,0.38,0.45,0.4,0.44,0.35,0.36,0.39,0.4
0.53,0.34,0.38,0.47,0.4,0.44,0.34,0.36,0.39,0.37
0.55,0.36,0.38,0.45,0.37,0.44,0.33,0.36,0.39,0.37
0.55,0.34,0.35,0.46,0.37,0.44,0.33,0.36,0.39,0.37
0.52,0.34,0.29,0.46,0.36,0.44,0.33,0.36,0.39,0.37
0.52,0.34,0.29,0.46,0.35,0.44,0.33,0.36,0.39,0.37
0.52,0.34,0.29,0.46,0.39,0.44,0.33,0.36,0.39,0.37
0.52,0.34,0.29,0.42,0.4,0.44,0.33,0.35,0.39,0.37
0.48,0.34,0.29,0.42,0.4,0.44,0.33,0.35,0.39,0.35
0.48,0.34,0.29,0.42,0.39,0.43,0.33,0.35,0.39,0.32
0.48,0.36,0.29,0.42,0.39,0.43,0.33,0.35,0.39,0.32
0.43,0.36,0.3,0.42,0.39,0.43,0.29,0.35,0.39,0.32
0.43,0.36,0.3,0.42,0.38,0.43,0.29,0.35,0.39,0.32
0.42,0.3,0.3,0.42,0.38,0.43,0.29,0.35,0.39,0.35
0.41,0.28,0.3,0.41,0.38,0.43,0.31,0.35,0.39,0.35
0.41,0.28,0.29,0.41,0.38,0.43,0.31,0.35,0.39,0.31
