x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.64,0.66,0.57,0.81,0.63,0.66,0.76,0.67,0.79,0.68
0.62,0.71,0.59,0.76,0.58,0.66,0.76,0.67,0.8,0.68
0.62,0.71,0.54,0.76,0.58,0.65,0.74,0.67,0.81,0.67
0.62,0.7,0.54,0.77,0.58,0.65,0.74,0.67,0.81,0.67
0.61,0.68,0.54,0.72,0.58,0.65,0.74,0.66,0.81,0.67
0.61,0.68,0.54,0.71,0.58,0.64,0.71,0.66,0.79,0.67
0.61,0.7,0.54,0.71,0.57,0.61,0.7,0.65,0.79,0.62
0.6,0.7,0.54,0.71,0.58,0.57,0.7,0.65,0.8,0.62
0.6,0.72,0.5,0.69,0.58,0.57,0.67,0.64,0.8,0.62
0.6,0.72,0.5,0.69,0.58,0.57,0.67,0.64,0.8,0.61
0.6,0.72,0.49,0.69,0.57,0.57,0.66,0.61,0.74,0.61
0.6,0.72,0.49,0.7,0.57,0.57,0.66,0.6,0.74,0.59
0.6,0.72,0.46,0.68,0.57,0.56,0.66,0.6,0.74,0.59
0.59,0.69,0.49,0.66,0.56,0.55,0.55,0.6,0.74,0.58
0.59,0.69,0.47,0.66,0.56,0.55,0.56,0.58,0.73,0.58
0.56,0.69,0.47,0.65,0.57,0.55,0.56,0.58,0.73,0.56
0.56,0.69,0.47,0.65,0.57,0.54,0.56,0.57,0.73,0.56
0.56,0.67,0.47,0.65,0.55,0.54,0.54,0.57,0.72,0.56
0.57,0.67,0.47,0.63,0.57,0.55,0.64,0.56,0.68,0.56
0.57,0.64,0.47,0.63,0.57,0.55,0.64,0.55,0.67,0.56
0.57,0.64,0.47,0.63,0.53,0.55,0.64,0.54,0.67,0.56
0.57,0.64,0.47,0.61,0.53,0.53,0.62,0.54,0.67,0.53
0.59,0.63,0.47,0.58,0.53,0.53,0.62,0.54,0.67,0.53
0.57,0.63,0.47,0.59,0.47,0.53,0.62,0.54,0.67,0.53
0.57,0.63,0.47,0.6,0.47,0.54,0.61,0.55,0.67,0.53
0.5,0.67,0.46,0.6,0.47,0.54,0.62,0.55,0.66,0.54
0.5,0.67,0.45,0.59,0.41,0.54,0.62,0.55,0.66,0.53
0.5,0.66,0.45,0.59,0.39,0.54,0.62,0.55,0.66,0.53
0.5,0.57,0.45,0.57,0.39,0.52,0.6,0.55,0.66,0.5
0.5,0.57,0.44,0.57,0.39,0.51,0.56,0.54,0.66,0.5
0.5,0.55,0.44,0.57,0.39,0.5,0.55,0.54,0.65,0.5
0.44,0.55,0.37,0.57,0.4,0.51,0.55,0.54,0.65,0.46
0.44,0.55,0.37,0.57,0.41,0.51,0.55,0.54,0.6,0.46
1.0,0.55,0.37,0.53,0.4,0.51,0.51,0.54,0.64,0.46
1.0,0.56,0.37,0.52,0.41,0.49,0.51,0.54,0.65,0.46
1.0,0.56,0.38,0.5,0.41,0.49,0.51,0.53,0.63,0.47
1.0,0.57,0.38,0.5,0.41,0.49,0.5,0.53,0.62,0.46
1.0,0.57,0.38,0.51,0.41,0.49,0.52,0.53,0.57,0.44
1.0,0.55,0.42,0.51,0.41,0.5,0.52,0.51,0.58,0.44
1.0,0.54,0.42,0.5,0.41,0.5,0.52,0.51,0.58,0.44
1.0,0.52,0.39,0.5,0.41,0.5,0.52,0.51,0.58,0.44
1.0,0.52,0.39,0.5,0.41,0.5,0.51,0.49,0.58,0.45
1.0,0.52,0.4,0.5,0.41,0.5,0.51,0.49,0.58,0.45
0.37,0.53,0.4,0.5,0.41,0.5,0.48,0.49,0.58,0.45
